26.5,0.00016192,0.00000357,0.00000032,-0.00000023,0.00000009,-0.00000219,-0.00000345,0.00000202,-0.00000621,-0.00000371,,,,,,
26.50012207,0.00016192,0.00000357,0.00000032,-0.00000023,0.00000009,-0.00000219,-0.00000345,0.00000202,-0.00000621,-0.00000371,,,,,,
26.50024414,0.00016192,0.00000357,0.00000032,-0.00000023,0.00000009,-0.00000219,-0.00000345,0.00000202,-0.0000062,-0.0000037,,,,,,
26.50036621,0.00016192,0.00000357,0.00000032,-0.00000023,0.00000009,-0.00000219,-0.00000345,0.00000202,-0.0000062,-0.00000368,,,,,,
26.50048828,0.00016191,0.00000357,0.00000033,-0.00000022,0.0000001,-0.00000218,-0.00000346,0.00000202,-0.0000062,-0.00000363,,,,,,
26.50061035,0.00016188,0.00000359,0.00000034,-0.00000018,0.00000011,-0.00000216,-0.00000348,0.00000202,-0.00000621,-0.00000352,,,,,,
26.50073242,0.00016182,0.00000361,0.00000038,-0.0000001,0.00000014,-0.00000212,-0.0000035,0.00000198,-0.00000623,-0.00000334,,,,,,
26.50085449,0.00016171,0.00000365,0.00000043,0.00000005,0.00000021,-0.00000204,-0.00000355,0.00000191,-0.00000629,-0.00000305,,,,,,
26.50097656,0.00016153,0.00000371,0.00000052,0.00000028,0.00000034,-0.00000194,-0.00000361,0.00000176,-0.0000064,-0.00000267,,,,,,
26.50109863,0.00016124,0.00000377,0.00000064,0.00000062,0.00000056,-0.00000181,-0.00000371,0.00000152,-0.00000655,-0.0000022,,,,,,
26.5012207,0.00016083,0.00000383,0.00000081,0.00000107,0.00000091,-0.00000165,-0.00000384,0.00000116,-0.00000675,-0.00000166,,,,,,
26.50134277,0.00016025,0.00000387,0.00000103,0.00000163,0.00000139,-0.00000146,-0.00000404,0.00000065,-0.00000695,-0.00000108,,,,,,
26.50146484,0.00015946,0.0000039,0.00000131,0.00000228,0.00000204,-0.00000122,-0.00000431,-0.00000005,-0.00000713,-0.00000051,,,,,,
26.50158691,0.00015844,0.00000391,0.00000163,0.00000301,0.00000285,-0.00000093,-0.00000468,-0.00000097,-0.00000727,0.00000001,,,,,,
26.50170898,0.00015716,0.00000391,0.00000201,0.00000379,0.00000383,-0.00000053,-0.00000518,-0.00000214,-0.00000736,0.00000043,,,,,,
26.50183105,0.00015562,0.00000392,0.00000243,0.00000461,0.00000495,-0.00000001,-0.00000584,-0.00000361,-0.0000074,0.00000068,,,,,,
