26.5,0.00048313,-0.00000795,-0.00000235,-0.00000873,-0.00001131,-0.0000006,-0.00000125,-0.00000743,-0.00000401,-0.00000448
26.50012207,0.00048313,-0.00000795,-0.00000235,-0.00000873,-0.00001131,-0.0000006,-0.00000125,-0.00000743,-0.00000401,-0.00000448
26.50024414,0.00048313,-0.00000795,-0.00000235,-0.00000873,-0.00001131,-0.0000006,-0.00000125,-0.00000743,-0.00000402,-0.00000448
26.50036621,0.00048314,-0.00000797,-0.00000235,-0.00000872,-0.00001131,-0.0000006,-0.00000124,-0.00000743,-0.00000403,-0.00000447
26.50048828,0.00048315,-0.00000802,-0.00000234,-0.00000872,-0.00001131,-0.00000061,-0.00000122,-0.00000741,-0.00000405,-0.00000444
26.50061035,0.00048316,-0.00000813,-0.00000233,-0.0000087,-0.00001132,-0.00000063,-0.00000116,-0.00000737,-0.00000409,-0.00000437
26.50073242,0.00048314,-0.00000832,-0.00000231,-0.00000865,-0.00001135,-0.0000007,-0.00000104,-0.00000727,-0.00000414,-0.00000427
26.50085449,0.00048303,-0.00000861,-0.00000229,-0.00000855,-0.0000114,-0.00000085,-0.00000083,-0.00000708,-0.00000418,-0.00000413
26.50097656,0.00048276,-0.00000903,-0.00000226,-0.0000084,-0.00001149,-0.00000114,-0.0000005,-0.00000676,-0.00000421,-0.00000397
26.50109863,0.00048223,-0.0000096,-0.00000222,-0.00000818,-0.00001165,-0.00000162,-0.00000003,-0.00000627,-0.00000421,-0.00000384
26.5012207,0.00048133,-0.00001033,-0.00000217,-0.00000792,-0.0000119,-0.00000238,0.00000057,-0.0000056,-0.00000416,-0.00000377
26.50134277,0.00047992,-0.00001121,-0.00000208,-0.00000763,-0.00001228,-0.00000346,0.00000129,-0.00000472,-0.00000404,-0.00000382
26.50146484,0.00047789,-0.00001221,-0.00000194,-0.00000739,-0.00001281,-0.00000491,0.00000211,-0.00000365,-0.00000383,-0.00000404
26.50158691,0.0004751,-0.00001328,-0.0000017,-0.00000726,-0.00001355,-0.00000676,0.00000304,-0.00000242,-0.00000355,-0.00000444
26.50170898,0.00047148,-0.00001435,-0.00000134,-0.00000731,-0.00001456,-0.00000902,0.00000408,-0.00000106,-0.00000316,-0.00000501
26.50183105,0.00046696,-0.00001535,-0.00000081,-0.00000761,-0.00001591,-0.00001169,0.00000524,0.00000037,-0.00000264,-0.00000573
26.50195312,0.00046154,-0.00001622,-0.00000011,-0.00000819,-0.00001764,-0.00001472,0.00000651,0.00000179,-0.00000195,-0.00000655
26.5020752,0.00045523,-0.00001691,0.00000078,-0.00000909,-0.00001979,-0.00001804,0.00000792,0.00000312,-0.00000103,-0.00000739
26.50219727,0.00044811,-0.00001742,0.00000183,-0.00001033,-0.00002235,-0.00002156,0.00000945,0.00000431,0.00000017,-0.00000819
26.50231934,0.00044027,-0.00001776,0.00000299,-0.0000119,-0.00002527,-0.00002516,0.0000111,0.00000527,0.00000169,-0.00000884
26.50244141,0.00043183,-0.00001794,0.00000421,-0.0000138,-0.00002845,-0.00002875,0.00001283,0.00000597,0.00000359,-0.00000923
26.50256348,0.00042291,-0.00001798,0.00000539,-0.00001602,-0.00003177,-0.0000322,0.00001462,0.00000638,0.00000589,-0.00000925
26.50268555,0.00041364,-0.00001789,0.00000646,-0.00001851,-0.00003506,-0.00003539,0.0000164,0.0000065,0.00000863,-0.00000877
26.50280762,0.00040416,-0.00001769,0.00000731,-0.00002128,-0.00003816,-0.00003819,0.00001811,0.00000635,0.00001183,-0.00000768
26.50292969,0.00039457,-0.00001736,0.00000786,-0.00002429,-0.00004086,-0.00004053,0.0000197,0.00000598,0.00001553,-0.00000593
26.50305176,0.00038502,-0.00001691,0.00000804,-0.00002751,-0.00004295,-0.00004233,0.00002112,0.00000543,0.00001976,-0.00000351
26.50317383,0.00037562,-0.00001629,0.0000078,-0.00003092,-0.00004424,-0.00004356,0.00002234,0.00000478,0.00002455,-0.00000047
26.5032959,0.00036648,-0.00001545,0.00000707,-0.00003443,-0.00004454,-0.00004419,0.00002336,0.00000408,0.00002995,0.00000307
26.50341797,0.0003577,-0.00001435,0.00000581,-0.00003794,-0.00004374,-0.0000442,0.00002421,0.00000339,0.000036,0.00000695
26.50354004,0.00034938,-0.00001293,0.00000399,-0.00004129,-0.00004178,-0.0000436,0.00002499,0.00000278,0.00004273,0.00001099
26.50366211,0.00034163,-0.0000112,0.00000159,-0.00004427,-0.00003868,-0.00004242,0.00002582,0.00000228,0.00005011,0.00001497
26.50378418,0.00033451,-0.00000914,-0.00000143,-0.00004665,-0.00003453,-0.00004073,0.00002688,0.00000196,0.000058,0.00001867
26.50390625,0.00032807,-0.00000679,-0.00000507,-0.00004823,-0.00002946,-0.00003859,0.00002831,0.00000186,0.00006619,0.00002192
26.50402832,0.00032234,-0.00000418,-0.00000936,-0.00004882,-0.00002367,-0.0000361,0.00003026,0.000002,0.00007439,0.00002456
26.50415039,0.00031733,-0.00000137,-0.0000143,-0.00004831,-0.00001738,-0.00003333,0.00003279,0.00000244,0.00008223,0.00002645
